ASVs	hdpe	wood	tw	water3	water02
ASV_16260	0.00	0.00	0.00	0.00	0.04
ASV_16261	0.00	0.00	0.00	0.07	0.00
ASV_16262	0.00	0.00	0.00	0.04	0.04
ASV_16265	0.07	0.00	0.00	0.04	0.00
ASV_16266	0.00	0.00	0.00	0.04	0.00
ASV_16267	0.47	0.53	0.20	0.04	0.00
ASV_16269	0.00	0.00	0.00	0.04	0.00
ASV_16270	0.07	0.13	0.00	0.00	0.00
ASV_16272	0.00	0.13	0.00	0.00	0.00
ASV_16274	0.00	0.00	0.00	0.00	0.04
ASV_16275	0.00	0.00	0.00	0.00	0.04
ASV_16276	0.00	0.00	0.00	0.00	0.04
ASV_16277	0.00	0.00	0.00	0.04	0.00
ASV_16278	0.07	0.00	0.00	0.07	0.00
ASV_16279	0.40	0.00	0.00	0.00	0.00
ASV_16282	0.00	0.00	0.00	0.04	0.00
ASV_16283	0.00	0.27	0.00	0.00	0.00
ASV_16284	0.00	0.00	0.00	0.07	0.00
ASV_16285	0.00	0.00	0.00	0.04	0.00
ASV_16286	0.07	0.00	0.00	0.00	0.00
ASV_16287	0.07	0.00	0.00	0.00	0.00
ASV_16289	0.07	0.00	0.00	0.00	0.00
ASV_16291	0.33	0.13	0.00	0.07	0.00
ASV_16293	0.00	0.00	0.00	0.11	0.22
ASV_16294	0.40	0.07	0.20	0.00	0.00
ASV_16297	0.00	0.00	0.00	0.04	0.00
ASV_16298	0.07	0.00	0.00	0.00	0.00
ASV_16299	0.00	0.00	0.00	0.11	0.00
ASV_16300	0.47	0.00	0.00	0.00	0.00
ASV_16301	0.00	0.07	0.00	0.00	0.00
ASV_16302	0.07	0.00	0.00	0.00	0.00
ASV_16304	0.00	0.00	0.00	0.04	0.00
ASV_16305	0.07	0.00	0.00	0.00	0.00
ASV_16306	0.13	0.00	0.00	0.00	0.00
ASV_16308	0.00	0.00	0.07	0.00	0.00
ASV_16309	0.07	0.00	0.00	0.00	0.00
ASV_16311	0.00	0.00	0.00	0.04	0.00
ASV_16312	0.20	0.07	0.07	0.00	0.00
ASV_16313	0.07	0.00	0.00	0.00	0.00
ASV_16314	0.07	0.00	0.07	0.00	0.00
ASV_16317	0.00	0.00	0.00	0.04	0.00
ASV_16319	0.00	0.07	0.00	0.00	0.00
ASV_16321	0.00	0.00	0.00	0.00	0.04
ASV_16322	0.07	0.00	0.00	0.00	0.00
ASV_16323	0.00	0.13	0.07	0.00	0.00
ASV_16324	0.00	0.00	0.00	0.04	0.00
ASV_16326	0.07	0.00	0.00	0.00	0.00
ASV_16330	0.00	0.00	0.00	0.04	0.00
ASV_16331	0.07	0.00	0.00	0.00	0.00
ASV_16332	0.13	0.00	0.07	0.11	0.15
ASV_16334	0.07	0.00	0.00	0.00	0.00
ASV_16335	0.00	0.00	0.00	0.04	0.00
ASV_16336	0.00	0.07	0.00	0.00	0.00
ASV_16337	0.07	0.00	0.00	0.00	0.00
ASV_16339	0.00	0.07	0.00	0.00	0.00
ASV_16340	0.13	0.00	0.00	0.00	0.00
ASV_16341	0.00	0.00	0.00	0.04	0.00
ASV_16342	0.40	0.00	0.40	0.00	0.00
ASV_16343	0.20	0.00	0.00	0.00	0.00
ASV_16344	0.00	0.00	0.00	0.04	0.00
ASV_16346	0.00	0.07	0.00	0.00	0.00
ASV_16347	0.13	0.00	0.00	0.00	0.00
ASV_16349	0.00	0.00	0.00	0.22	0.11
ASV_16350	0.00	0.53	0.00	0.00	0.00
ASV_16351	0.07	0.00	0.00	0.00	0.00
ASV_16352	0.00	0.00	0.07	0.00	0.00
ASV_16353	0.00	0.00	0.00	0.07	0.00
ASV_16354	0.00	0.00	0.00	0.07	0.00
ASV_16355	0.13	0.00	0.00	0.00	0.00
ASV_16356	0.07	0.00	0.00	0.00	0.00
ASV_16357	0.00	0.00	0.13	0.00	0.00
ASV_16358	0.13	0.00	0.00	0.00	0.00
ASV_16360	0.00	0.00	0.00	0.00	0.11
ASV_16361	0.00	0.00	0.00	0.11	0.07
ASV_16362	0.13	0.00	0.00	0.00	0.00
ASV_16363	0.00	0.00	0.00	0.04	0.00
ASV_16365	0.73	0.07	0.53	0.00	0.00
ASV_16366	0.00	0.00	0.00	0.00	0.19
ASV_16367	0.27	0.00	0.00	0.00	0.00
ASV_16369	0.07	0.00	0.00	0.00	0.00
ASV_16370	0.00	0.00	0.00	0.11	0.00
ASV_16371	0.00	0.00	0.00	0.04	0.00
ASV_16372	0.00	0.07	0.00	0.00	0.00
ASV_16373	0.07	0.00	0.00	0.00	0.00
ASV_16375	0.07	0.00	0.00	0.00	0.00
ASV_16376	0.00	0.27	0.00	0.00	0.00
ASV_16377	0.07	0.00	0.00	0.00	0.00
ASV_16378	0.00	0.00	0.00	0.04	0.00
ASV_16379	0.00	0.00	0.00	0.00	0.04
ASV_16381	0.67	0.33	0.40	0.00	0.00
ASV_16383	0.00	0.00	0.07	0.00	0.00
ASV_16384	0.00	0.13	0.00	0.00	0.00
ASV_16385	0.00	0.00	0.00	0.26	0.33
ASV_16386	0.07	0.00	0.00	0.00	0.00
ASV_16387	0.00	0.00	0.07	0.00	0.00
ASV_16388	0.00	0.00	0.00	0.04	0.00
ASV_16389	0.00	0.00	0.00	0.00	0.11
ASV_16390	0.00	0.07	0.00	0.00	0.00
ASV_16392	0.00	0.00	0.00	0.04	0.00
ASV_16393	0.00	0.00	0.00	0.04	0.00
ASV_16394	0.20	0.07	0.20	0.00	0.00
ASV_16395	0.00	0.00	0.00	0.04	0.00
ASV_16398	0.00	0.00	0.00	0.04	0.00
ASV_16399	0.00	0.00	0.00	0.04	0.00
ASV_16401	0.20	0.00	0.00	0.00	0.00
ASV_16402	0.07	0.00	0.00	0.00	0.00
ASV_16404	0.07	0.00	0.00	0.19	0.00
ASV_16405	0.07	0.07	0.00	0.00	0.00
ASV_16407	0.00	0.00	0.00	0.04	0.00
ASV_16408	0.00	0.00	0.00	0.07	0.00
ASV_16409	0.07	0.00	0.00	0.00	0.00
ASV_16412	0.20	0.00	0.07	0.30	0.00
ASV_16414	0.00	0.00	0.00	0.04	0.00
ASV_16415	0.07	0.00	0.00	0.00	0.00
ASV_16416	0.00	0.07	0.00	0.00	0.00
ASV_16417	0.33	0.00	0.00	0.00	0.00
ASV_16418	0.00	0.00	0.13	0.00	0.00
ASV_16419	0.00	0.00	0.00	0.00	0.04
ASV_16420	0.00	0.00	0.00	0.11	0.00
ASV_16421	0.00	0.00	0.00	0.04	0.00
ASV_16422	0.00	0.00	0.00	0.11	0.00
ASV_16424	0.00	0.00	0.00	0.04	0.00
ASV_16427	0.00	0.00	0.00	0.11	0.04
ASV_16428	0.00	0.07	0.00	0.00	0.00
ASV_16430	0.20	0.27	0.40	0.00	0.00
ASV_16431	0.13	0.00	0.07	0.00	0.00
ASV_16432	0.00	0.00	0.07	0.00	0.00
ASV_16434	0.00	0.00	0.00	0.04	0.00
ASV_16435	0.00	0.07	0.00	0.00	0.00
ASV_16437	0.00	0.00	0.00	0.04	0.00
ASV_16440	0.00	0.00	0.00	0.04	0.00
ASV_16442	0.07	0.00	0.13	0.04	0.00
ASV_16443	0.00	0.00	0.07	0.00	0.00
ASV_16444	0.00	0.00	0.00	0.07	0.15
ASV_16445	0.00	0.00	0.00	0.00	0.04
ASV_16447	0.00	0.00	0.00	0.04	0.00
ASV_16449	0.00	0.00	0.00	0.07	0.11
ASV_16450	0.33	0.00	0.00	0.00	0.00
ASV_16452	0.00	0.00	0.00	0.00	0.04
ASV_16456	0.07	0.00	0.00	0.00	0.00
ASV_16457	0.00	0.40	0.27	0.00	0.00
ASV_16459	0.13	0.00	0.00	0.00	0.00
ASV_16462	0.00	0.00	0.07	0.00	0.00
ASV_16463	0.07	0.00	0.00	0.00	0.00
ASV_16464	0.00	0.00	0.00	0.00	0.04
ASV_16468	0.00	0.00	0.00	0.04	0.00
ASV_16471	0.00	0.07	0.00	0.00	0.00
ASV_16472	0.00	0.00	0.00	0.04	0.00
ASV_16473	0.00	0.00	0.00	0.00	0.11
ASV_16476	0.07	0.00	0.00	0.00	0.00
ASV_16477	0.00	0.00	0.07	0.00	0.00
ASV_16482	0.20	0.00	0.07	0.04	0.00
ASV_16483	0.00	0.00	0.07	0.00	0.00
ASV_16484	0.00	0.00	0.00	0.04	0.00
ASV_16485	0.00	0.00	0.00	0.04	0.00
ASV_16487	0.07	0.00	0.00	0.11	0.00
ASV_16488	0.00	0.00	0.00	0.04	0.07
ASV_16489	0.07	0.00	0.00	0.00	0.00
ASV_16491	0.20	0.00	0.00	0.00	0.00
ASV_16492	0.00	0.07	0.00	0.00	0.00
ASV_16493	0.00	0.00	0.00	0.04	0.19
ASV_16494	0.00	0.00	0.00	0.07	0.00
ASV_16495	0.00	0.07	0.00	0.00	0.00
ASV_16496	0.00	0.00	0.00	0.00	0.04
ASV_16498	0.00	0.00	0.00	0.04	0.11
ASV_16499	0.00	0.00	0.00	0.07	0.00
ASV_16501	0.00	0.00	0.00	0.11	0.00
ASV_16502	0.00	0.00	0.00	0.19	0.00
ASV_16503	0.13	0.00	0.00	0.11	0.22
ASV_16504	0.07	0.00	0.00	0.00	0.00
ASV_16505	0.00	0.00	0.00	0.22	0.04
ASV_16507	0.00	0.00	0.00	0.04	0.00
ASV_16510	0.00	0.00	0.00	0.04	0.00
ASV_16511	0.07	0.00	0.00	0.11	0.04
ASV_16512	0.00	0.00	0.00	0.04	0.00
ASV_16513	0.00	0.00	0.00	0.00	0.07
ASV_16515	0.00	0.00	0.00	0.04	0.00
ASV_16516	0.00	0.00	0.00	0.00	0.04
ASV_16518	0.00	0.13	0.00	0.00	0.00
ASV_16519	0.07	0.00	0.00	0.00	0.00
ASV_16520	0.00	0.47	0.20	0.07	0.00
ASV_16521	0.07	0.00	0.00	0.00	0.00
ASV_16523	0.00	0.00	0.00	0.11	0.00
ASV_16524	0.07	0.00	0.00	0.00	0.00
ASV_16526	0.00	0.00	0.00	0.15	0.00
ASV_16529	0.60	0.20	0.00	0.00	0.00
ASV_16530	0.20	0.00	0.00	0.04	0.00
ASV_16531	0.00	0.00	0.00	0.11	0.00
ASV_16534	0.20	0.00	0.00	0.04	0.00
ASV_16535	0.20	0.00	0.00	0.00	0.00
ASV_16536	0.40	0.40	0.20	0.33	0.52
ASV_16537	0.00	0.00	0.00	0.04	0.00
ASV_16539	0.00	0.00	0.00	0.04	0.00
ASV_16540	0.00	0.00	0.00	0.04	0.00
ASV_16541	0.27	0.00	0.00	0.00	0.00
ASV_16542	0.00	0.00	0.00	0.04	0.00
ASV_16543	0.00	0.00	0.00	0.00	0.04
ASV_16545	0.20	0.00	0.00	0.00	0.00
ASV_16549	0.00	0.00	0.00	0.07	0.00
ASV_16550	0.00	0.07	0.00	0.04	0.00
ASV_16552	0.13	0.73	0.07	0.00	0.00
ASV_16553	0.00	0.00	0.00	0.11	0.00
ASV_16554	0.00	0.00	0.00	0.19	0.00
ASV_16555	0.00	0.20	0.00	0.00	0.00
ASV_16556	0.07	0.13	0.00	0.00	0.00
ASV_16559	0.07	0.00	0.00	0.07	0.00
ASV_16564	0.07	0.00	0.00	0.00	0.00
ASV_16566	0.00	0.00	0.00	0.04	0.00
ASV_16567	0.00	0.00	0.13	0.00	0.00
ASV_16568	0.07	0.00	0.00	0.00	0.00
ASV_16569	0.00	0.00	0.00	0.04	0.00
ASV_16570	0.00	0.00	0.00	0.04	0.00
ASV_16571	0.07	0.00	0.00	0.00	0.00
ASV_16572	0.00	0.00	0.00	0.00	0.11
ASV_16573	0.13	0.00	0.00	0.00	0.00
ASV_16574	0.07	0.00	0.00	0.00	0.00
ASV_16575	0.07	0.00	0.00	0.00	0.00
ASV_16577	0.00	0.00	0.00	0.04	0.00
ASV_16578	0.13	0.00	0.00	0.07	0.00
ASV_16579	0.07	0.00	0.00	0.00	0.00
ASV_16580	0.00	0.00	0.00	0.00	0.04
ASV_16581	0.00	0.00	0.00	0.04	0.00
ASV_16582	0.00	0.00	0.00	0.11	0.00
ASV_16583	0.00	0.07	0.00	0.00	0.00
ASV_16584	0.07	0.00	0.00	0.00	0.00
ASV_16587	0.00	0.00	0.00	0.04	0.00
ASV_16589	0.13	0.00	0.00	0.00	0.00
ASV_16590	0.00	0.00	0.00	0.11	0.00
ASV_16591	0.00	0.00	0.07	0.00	0.00
ASV_16592	0.00	0.20	0.13	0.00	0.00
ASV_16593	0.00	0.00	0.00	0.04	0.00
ASV_16594	0.00	0.07	0.00	0.00	0.00
ASV_16595	0.00	0.00	0.00	0.04	0.00
ASV_16596	0.00	0.33	0.00	0.00	0.00
ASV_16597	0.20	0.07	0.00	0.15	0.00
ASV_16599	0.00	0.20	0.00	0.00	0.00
ASV_16600	0.00	0.00	0.00	0.00	0.07
ASV_16601	0.00	0.00	0.00	0.19	0.37
ASV_16602	0.00	0.00	0.00	0.04	0.00
ASV_16603	0.13	0.00	0.00	0.00	0.00
ASV_16605	0.00	0.00	0.00	0.04	0.00
ASV_16606	0.00	0.00	0.00	0.04	0.00
ASV_16608	0.40	0.20	0.07	0.00	0.00
ASV_16609	0.13	0.00	0.00	0.00	0.00
ASV_16610	0.00	0.00	0.00	0.04	0.00
ASV_16611	0.00	0.07	0.00	0.00	0.00
ASV_16612	0.00	0.00	0.20	0.00	0.00
ASV_16613	0.07	0.00	0.00	0.00	0.00
ASV_16614	0.07	0.00	0.07	0.00	0.00
ASV_16615	0.00	0.00	0.00	0.26	0.00
ASV_16616	0.00	0.00	0.00	0.07	0.00
ASV_16617	0.07	0.00	0.00	0.00	0.00
ASV_16618	0.00	0.00	0.00	0.15	0.22
ASV_16619	0.13	0.00	0.33	0.00	0.00
ASV_16620	0.00	0.00	0.00	0.15	0.00
ASV_16623	0.07	0.00	0.00	0.11	0.00
ASV_16624	0.00	0.00	0.00	0.04	0.00
ASV_16625	0.00	0.20	0.00	0.00	0.00
ASV_16626	0.00	0.00	0.00	0.07	0.00
ASV_16627	0.07	0.07	0.00	0.00	0.00
ASV_16628	0.00	0.00	0.00	0.04	0.00
ASV_16629	0.00	0.07	0.00	0.00	0.00
ASV_16631	0.00	0.00	0.00	0.11	0.00
ASV_16632	0.00	0.20	0.00	0.00	0.00
ASV_16633	0.00	0.00	0.00	0.04	0.00
ASV_16634	0.07	0.00	0.00	0.00	0.00
ASV_16635	0.00	0.00	0.00	0.04	0.00
ASV_16636	0.00	0.00	0.00	0.04	0.00
ASV_16637	0.00	0.00	0.00	0.00	0.04
ASV_16638	0.00	0.00	0.00	0.07	0.04
ASV_16640	0.00	0.00	0.00	0.04	0.00
ASV_16641	0.00	0.00	0.00	0.04	0.00
ASV_16642	0.00	0.00	0.00	0.26	0.04
ASV_16643	0.00	0.00	0.00	0.00	0.04
ASV_16645	0.00	0.73	0.00	0.00	0.00
ASV_16646	0.20	0.00	0.00	0.00	0.00
ASV_16647	0.00	0.00	0.00	0.04	0.00
ASV_16650	0.00	0.00	0.00	0.07	0.00
ASV_16651	0.00	0.00	0.00	0.11	0.00
ASV_16653	0.00	0.00	0.00	0.00	0.04
ASV_16654	0.00	0.00	0.00	0.04	0.00
ASV_16655	0.13	0.00	0.00	0.00	0.00
ASV_16656	0.07	0.00	0.00	0.00	0.00
ASV_16657	0.33	0.07	0.13	0.00	0.00
ASV_16658	0.00	0.00	0.00	0.15	0.30
ASV_16659	0.00	0.00	0.07	0.00	0.00
ASV_16661	0.00	0.00	0.00	0.00	0.04
ASV_16662	0.00	0.07	0.00	0.00	0.00
ASV_16663	0.00	0.73	0.33	0.00	0.00
ASV_16664	0.00	0.00	0.47	0.00	0.00
ASV_16665	0.07	0.00	0.00	0.00	0.00
ASV_16666	0.00	0.00	0.07	0.00	0.00
ASV_16667	0.00	0.00	0.00	0.11	0.19
ASV_16668	0.00	0.00	0.00	0.04	0.00
ASV_16670	0.00	0.00	0.00	0.04	0.00
ASV_16671	0.07	0.00	0.00	0.00	0.00
ASV_16673	0.00	0.13	0.00	0.00	0.00
ASV_16674	0.07	0.00	0.00	0.00	0.00
ASV_16679	0.80	0.53	0.33	0.00	0.00
ASV_16681	0.00	0.00	0.00	0.07	0.00
ASV_16682	0.00	0.07	0.00	0.00	0.00
ASV_16684	0.40	0.27	0.40	0.00	0.00
ASV_16685	0.00	0.00	0.00	0.00	0.11
ASV_16686	0.00	0.00	0.00	0.04	0.00
ASV_16688	0.00	0.00	0.00	0.07	0.00
ASV_16689	0.00	0.00	0.00	0.04	0.00
ASV_16690	0.00	0.07	0.00	0.00	0.00
ASV_16691	0.00	0.00	0.00	0.04	0.00
ASV_16693	0.00	0.20	0.00	0.00	0.00
ASV_16694	0.00	0.00	0.00	0.00	0.11
ASV_16695	0.00	0.07	0.00	0.00	0.00
ASV_16696	0.20	0.00	0.00	0.00	0.00
ASV_16697	0.00	0.00	0.00	0.15	0.30
ASV_16698	0.00	0.00	0.00	0.07	0.00
ASV_16700	0.07	0.00	0.00	0.00	0.00
ASV_16702	0.13	0.13	0.00	0.00	0.00
ASV_16703	0.00	0.07	0.00	0.00	0.00
ASV_16705	0.00	0.20	0.00	0.00	0.00
ASV_16706	0.00	0.00	0.00	0.11	0.00
ASV_16707	0.00	0.00	0.00	0.07	0.00
ASV_16708	0.07	0.00	0.00	0.00	0.00
ASV_16710	0.00	0.00	0.00	0.11	0.00
ASV_16711	0.00	0.07	0.00	0.00	0.00
ASV_16712	0.00	0.00	0.00	0.04	0.00
ASV_16713	0.20	0.20	0.00	0.00	0.00
ASV_16714	0.00	0.00	0.00	0.04	0.00
ASV_16715	0.13	0.00	0.07	0.00	0.00
ASV_16716	0.00	0.00	0.00	0.04	0.00
ASV_16717	0.00	0.00	0.00	0.04	0.00
ASV_16719	0.00	0.00	0.00	0.04	0.00
ASV_16722	0.13	0.00	0.13	0.07	0.00
ASV_16724	0.00	0.00	0.00	0.04	0.00
ASV_16725	0.00	0.00	0.00	0.07	0.00
ASV_16727	0.00	0.00	0.00	0.00	0.04
ASV_16728	0.00	0.00	0.00	0.00	0.04
ASV_16729	0.00	0.07	0.00	0.19	0.00
ASV_16730	0.00	0.07	0.00	0.00	0.00
ASV_16731	0.40	0.00	0.00	0.00	0.00
ASV_16733	0.13	0.00	0.00	0.15	0.00
ASV_16734	0.07	0.00	0.00	0.00	0.00
ASV_16735	0.80	0.00	0.00	0.00	0.00
ASV_16737	0.00	0.00	0.00	0.04	0.00
ASV_16738	0.00	0.00	0.00	0.07	0.00
ASV_16744	0.47	0.07	0.00	0.15	0.00
ASV_16745	0.00	0.00	0.00	0.04	0.00
ASV_16747	0.07	0.00	0.00	0.00	0.00
ASV_16748	0.07	0.00	0.00	0.00	0.00
ASV_16749	0.00	0.00	0.00	0.07	0.00
ASV_16750	0.07	0.00	0.00	0.00	0.00
ASV_16751	0.00	0.00	0.00	0.15	0.44
ASV_16753	0.00	0.00	0.00	0.04	0.00
ASV_16756	0.00	0.07	0.00	0.00	0.00
ASV_16757	0.00	0.00	0.00	0.22	0.41
ASV_16758	0.20	0.00	0.00	0.00	0.00
ASV_16762	0.00	0.00	0.00	0.00	0.04
ASV_16765	0.00	0.13	0.00	0.00	0.00
ASV_16766	0.00	0.00	0.00	0.00	0.07
ASV_16768	0.00	0.00	0.00	0.00	0.04
ASV_16769	0.00	0.00	0.00	0.00	0.04
ASV_16770	0.07	0.07	0.40	0.00	0.00
ASV_16772	0.07	0.00	0.00	0.00	0.00
ASV_16773	0.00	0.00	0.00	0.04	0.00
ASV_16774	0.00	0.00	0.00	0.07	0.15
ASV_16776	0.00	0.00	0.00	0.04	0.56
ASV_16778	0.07	0.00	0.00	0.00	0.00
ASV_16781	0.00	0.00	0.00	0.07	0.00
ASV_16782	0.00	0.00	0.00	0.04	0.00
ASV_16783	0.00	0.00	0.00	0.04	0.00
ASV_16784	0.00	0.00	0.00	0.04	0.00
ASV_16785	0.00	0.00	0.07	0.00	0.00
ASV_16786	0.00	0.00	0.00	0.07	0.04
ASV_16787	0.07	0.00	0.00	0.00	0.00
ASV_16789	0.07	0.00	0.00	0.11	0.00
ASV_16790	0.00	0.00	0.00	0.04	0.00
ASV_16792	0.00	0.00	0.00	0.07	0.11
ASV_16793	0.00	0.00	0.00	0.04	0.00
ASV_16794	0.00	0.00	0.00	0.07	0.00
ASV_16795	0.13	0.00	0.07	0.00	0.00
ASV_16796	0.00	0.07	0.00	0.00	0.00
ASV_16797	0.20	0.00	0.00	0.00	0.00
ASV_16799	0.47	0.00	0.00	0.00	0.00
ASV_16800	0.00	0.07	0.00	0.11	0.00
ASV_16801	0.00	0.07	0.00	0.00	0.00
ASV_16802	0.00	0.00	0.00	0.04	0.00
ASV_16804	0.00	0.00	0.00	0.00	0.04
ASV_16805	0.07	0.00	0.00	0.00	0.00
ASV_16806	0.07	0.00	0.00	0.00	0.00
ASV_16807	0.00	0.00	0.00	0.22	0.00
ASV_16809	0.00	0.00	0.00	0.26	0.44
ASV_16810	0.00	0.00	0.00	0.04	0.00
ASV_16813	0.20	0.00	0.00	0.00	0.00
ASV_16814	0.07	0.00	0.00	0.00	0.00
ASV_16815	0.00	0.07	0.00	0.00	0.00
ASV_16817	0.13	0.00	0.00	0.00	0.00
ASV_16818	0.20	0.00	0.00	0.04	0.00
ASV_16821	0.00	0.00	0.00	0.11	0.00
ASV_16824	0.00	0.07	0.00	0.00	0.00
ASV_16825	0.00	0.00	0.00	0.15	0.00
ASV_16826	0.07	0.00	0.00	0.07	0.00
ASV_16827	0.00	0.00	0.00	0.04	0.00
ASV_16828	0.00	0.00	0.00	0.04	0.00
ASV_16833	0.40	0.20	0.00	0.00	0.00
ASV_16835	0.60	0.20	0.07	0.00	0.00
ASV_16836	0.00	0.07	0.00	0.00	0.00
ASV_16839	0.00	0.00	0.00	0.00	0.04
ASV_16840	0.00	0.00	0.00	0.04	0.00
ASV_16841	0.00	0.00	0.00	0.04	0.00
ASV_16842	0.07	0.00	0.07	0.00	0.00
ASV_16844	0.00	0.00	0.00	0.07	0.00
ASV_16845	0.00	0.27	0.00	0.00	0.00
ASV_16848	0.27	0.00	0.00	0.00	0.00
ASV_16849	0.00	0.00	0.00	0.04	0.00
ASV_16852	0.07	0.07	0.07	0.00	0.00
ASV_16854	0.00	0.07	0.00	0.00	0.00
ASV_16855	0.00	0.07	0.00	0.00	0.00
ASV_16856	0.07	0.00	0.00	0.00	0.00
ASV_16858	0.00	0.00	0.00	0.00	0.07
ASV_16859	0.00	0.00	0.00	0.04	0.00
ASV_16860	0.00	0.00	0.00	0.04	0.00
ASV_16862	0.00	0.00	0.13	0.00	0.00
ASV_16863	0.00	0.00	0.00	0.04	0.00
ASV_16866	0.20	0.00	0.00	0.00	0.00
ASV_16867	0.13	0.00	0.00	0.00	0.00
ASV_16868	0.00	0.00	0.00	0.04	0.00
ASV_16869	0.00	0.00	0.00	0.07	0.00
ASV_16870	0.00	0.00	0.00	0.00	0.04
ASV_16871	0.00	0.00	0.00	0.04	0.26
ASV_16872	0.07	0.00	0.00	0.00	0.00
ASV_16874	0.00	0.00	0.00	0.00	0.07
ASV_16876	0.00	0.00	0.00	0.04	0.00
ASV_16877	0.00	0.00	0.00	0.07	0.00
ASV_16878	0.07	0.13	0.00	0.00	0.00
ASV_16879	0.00	0.00	0.00	0.04	0.00
ASV_16884	0.00	0.00	0.00	0.00	0.04
ASV_16885	0.00	0.00	0.00	0.00	0.04
ASV_16886	0.13	0.00	0.00	0.00	0.00
ASV_16887	0.00	0.13	0.00	0.00	0.00
ASV_16888	0.07	0.13	0.00	0.07	0.00
ASV_16892	0.00	0.00	0.00	0.04	0.00
ASV_16893	0.00	0.00	0.00	0.11	0.00
ASV_16894	0.00	0.13	0.00	0.04	0.00
ASV_16895	0.00	0.00	0.00	0.04	0.00
ASV_16898	0.07	0.00	0.00	0.00	0.00
ASV_16899	0.00	0.00	0.13	0.00	0.00
ASV_16900	0.00	0.00	0.00	0.04	0.00
ASV_16902	0.20	0.00	0.00	0.00	0.00
ASV_16903	0.00	0.13	0.00	0.00	0.00
ASV_16904	0.00	0.07	0.13	0.00	0.00
ASV_16905	0.00	0.00	0.00	0.04	0.00
ASV_16907	0.00	0.00	0.00	0.00	0.07
ASV_16908	0.00	0.07	0.07	0.00	0.00
ASV_16909	0.20	0.00	0.00	0.00	0.00
ASV_16910	0.13	0.40	0.07	0.00	0.00
ASV_16914	0.00	0.00	0.13	0.00	0.00
ASV_16915	0.00	0.00	0.00	0.04	0.00
ASV_16916	0.00	0.20	0.00	0.00	0.00
ASV_16917	0.27	0.13	0.33	0.00	0.00
ASV_16918	0.00	0.00	0.00	0.04	0.07
ASV_16919	0.00	0.00	0.07	0.00	0.00
ASV_16921	0.00	0.00	0.00	0.00	0.04
ASV_16922	0.00	0.00	0.00	0.04	0.00
ASV_16923	0.00	0.07	0.00	0.00	0.00
ASV_16924	0.00	0.00	0.00	0.15	0.00
ASV_16925	0.07	0.00	0.00	0.04	0.00
ASV_16926	0.00	0.07	0.00	0.00	0.00
ASV_16928	0.07	0.20	0.27	0.00	0.00
ASV_16929	0.00	0.07	0.07	0.00	0.00
ASV_16930	0.13	0.00	0.00	0.00	0.00
ASV_16935	0.00	0.13	0.00	0.00	0.00
ASV_16936	0.80	0.80	0.60	0.19	0.00
ASV_16938	0.00	0.07	0.00	0.00	0.00
ASV_16939	0.00	0.20	0.00	0.00	0.00
ASV_16940	0.00	0.00	0.00	0.07	0.00
ASV_16941	0.00	0.00	0.00	0.04	0.00
ASV_16942	0.00	0.07	0.00	0.00	0.00
ASV_16943	0.07	0.00	0.00	0.00	0.00
ASV_16945	0.00	0.00	0.00	0.07	0.04
ASV_16946	0.40	0.00	0.27	0.00	0.00
ASV_16947	0.47	0.73	0.13	0.07	0.00
ASV_16948	0.00	0.00	0.00	0.22	0.19
ASV_16950	0.00	0.07	0.00	0.00	0.00
ASV_16951	0.00	0.07	0.00	0.00	0.00
ASV_16952	0.07	0.00	0.00	0.00	0.00
ASV_16953	0.00	0.00	0.00	0.04	0.00
ASV_16954	0.00	0.00	0.00	0.07	0.00
ASV_16955	0.00	0.00	0.00	0.04	0.00
ASV_16956	0.00	0.00	0.00	0.07	0.00
ASV_16957	0.00	0.00	0.00	0.00	0.04
ASV_16958	0.00	0.00	0.00	0.07	0.00
ASV_16959	0.00	0.07	0.00	0.00	0.00
ASV_16960	0.00	0.07	0.00	0.00	0.00
ASV_16961	0.00	0.00	0.00	0.19	0.00
ASV_16962	0.00	0.00	0.00	0.11	0.00
ASV_16963	0.13	0.00	0.13	0.00	0.00
ASV_16964	0.00	0.00	0.00	0.04	0.04
ASV_16966	0.00	0.00	0.00	0.00	0.22
ASV_16967	0.07	0.00	0.00	0.00	0.00
ASV_16968	0.13	0.00	0.40	0.00	0.00
ASV_16969	0.00	0.00	0.00	0.04	0.00
ASV_16970	0.20	0.00	0.00	0.00	0.00
ASV_16971	0.07	0.00	0.00	0.00	0.00
ASV_16972	0.00	0.00	0.00	0.07	0.15
ASV_16973	0.00	0.00	0.00	0.04	0.00
ASV_16974	0.00	0.00	0.00	0.04	0.00
ASV_16975	0.00	0.00	0.00	0.04	0.00
ASV_16979	0.00	0.00	0.00	0.04	0.00
ASV_16980	0.07	0.00	0.00	0.00	0.00
ASV_16981	0.00	0.00	0.00	0.04	0.00
ASV_16982	0.07	0.00	0.00	0.04	0.00
ASV_16983	0.13	0.00	0.07	0.00	0.00
ASV_16984	0.00	0.00	0.00	0.04	0.00
ASV_16985	0.00	0.33	0.00	0.00	0.00
ASV_16986	0.00	0.20	0.20	0.00	0.00
ASV_16988	0.07	0.00	0.00	0.00	0.00
ASV_16989	0.00	0.00	0.00	0.07	0.00
ASV_16990	0.20	0.00	0.00	0.00	0.00
ASV_16992	0.00	0.07	0.00	0.00	0.00
