ASVs	hdpe	wood	tw	water3	water02
ASV_776	0.07	0.00	0.00	0.04	0.04
ASV_777	0.00	0.00	0.00	0.04	0.00
ASV_778	0.07	0.00	0.00	0.00	0.00
ASV_779	0.00	0.00	0.00	0.04	0.00
ASV_780	0.00	0.00	0.07	0.00	0.00
ASV_781	0.00	0.00	0.00	0.00	0.15
ASV_782	0.27	0.00	0.00	0.00	0.00
ASV_783	0.07	0.00	0.00	0.00	0.00
ASV_785	0.13	0.00	0.00	0.00	0.00
ASV_786	0.00	0.00	0.07	0.00	0.00
ASV_787	0.00	0.00	0.00	0.07	0.00
ASV_790	0.00	0.00	0.00	0.04	0.00
ASV_791	0.00	0.00	0.00	0.04	0.00
ASV_792	0.00	0.00	0.00	0.00	0.19
ASV_793	0.00	0.00	0.00	0.00	0.07
ASV_794	0.00	0.00	0.00	0.04	0.15
ASV_795	0.00	0.00	0.07	0.00	0.00
ASV_796	0.00	0.00	0.00	0.07	0.00
ASV_797	0.00	0.27	0.00	0.00	0.00
ASV_798	0.00	0.00	0.00	0.04	0.00
ASV_802	0.00	0.07	0.00	0.00	0.00
ASV_805	0.00	0.40	0.00	0.00	0.00
ASV_806	0.00	0.00	0.00	0.07	0.00
ASV_807	0.00	0.00	0.00	0.04	0.00
ASV_809	0.00	0.00	0.00	0.04	0.00
ASV_810	0.27	0.00	0.00	0.07	0.00
ASV_811	0.00	0.13	0.00	0.00	0.00
ASV_812	0.00	0.13	0.00	0.00	0.00
ASV_814	0.00	0.07	0.00	0.00	0.00
ASV_815	0.07	0.00	0.00	0.00	0.00
ASV_816	0.00	0.00	0.00	0.04	0.00
ASV_818	0.13	0.00	0.00	0.00	0.00
ASV_819	0.00	0.00	0.00	0.00	0.04
ASV_820	0.00	0.00	0.00	0.22	0.15
ASV_822	0.00	0.00	0.00	0.04	0.00
ASV_825	0.00	0.00	0.00	0.07	0.00
ASV_826	0.07	0.00	0.00	0.11	0.11
ASV_827	0.00	0.07	0.00	0.00	0.00
ASV_829	0.00	0.00	0.00	0.04	0.00
ASV_830	0.00	0.00	0.00	0.22	0.59
ASV_834	0.00	0.00	0.00	0.04	0.00
ASV_835	0.00	0.00	0.00	0.00	0.11
ASV_836	0.00	0.00	0.00	0.04	0.00
ASV_837	0.00	0.00	0.00	0.04	0.00
ASV_838	0.00	0.00	0.00	0.04	0.07
ASV_839	0.00	0.00	0.00	0.04	0.00
ASV_840	0.00	0.00	0.00	0.04	0.07
ASV_841	0.00	0.13	0.00	0.00	0.00
ASV_844	0.00	0.00	0.00	0.07	0.00
ASV_845	0.07	0.00	0.00	0.00	0.00
ASV_846	0.07	0.00	0.00	0.00	0.00
ASV_847	0.00	0.00	0.00	0.11	0.22
ASV_848	0.00	0.13	0.00	0.00	0.00
ASV_849	0.00	0.00	0.00	0.00	0.04
ASV_850	0.00	0.00	0.00	0.04	0.00
ASV_851	0.00	0.00	0.00	0.07	0.00
ASV_852	0.00	0.20	0.00	0.00	0.00
ASV_853	0.07	0.00	0.00	0.00	0.00
ASV_855	0.00	0.07	0.00	0.00	0.00
ASV_856	0.00	0.00	0.00	0.04	0.00
ASV_857	0.00	0.20	0.00	0.00	0.00
ASV_858	0.07	0.00	0.00	0.00	0.00
ASV_859	0.00	0.00	0.00	0.04	0.00
ASV_860	0.00	0.00	0.07	0.00	0.00
ASV_862	0.07	0.00	0.00	0.07	0.00
ASV_863	0.00	0.00	0.00	0.04	0.00
ASV_864	0.07	0.00	0.00	0.00	0.00
ASV_865	0.00	0.00	0.13	0.00	0.00
ASV_866	0.00	0.00	0.00	0.04	0.00
ASV_867	0.13	0.00	0.00	0.04	0.00
ASV_868	0.00	0.00	0.00	0.00	0.04
ASV_870	0.00	0.00	0.00	0.04	0.00
ASV_871	0.00	0.07	0.00	0.00	0.00
ASV_872	0.00	0.00	0.00	0.04	0.00
ASV_873	0.00	0.00	0.00	0.00	0.04
ASV_874	0.00	0.00	0.00	0.07	0.15
ASV_875	0.00	0.00	0.07	0.00	0.00
ASV_876	0.00	0.00	0.00	0.04	0.00
ASV_877	0.00	0.00	0.00	0.04	0.04
ASV_878	0.00	0.13	0.00	0.00	0.00
ASV_879	0.20	0.00	0.00	0.11	0.11
ASV_880	0.00	0.00	0.00	0.04	0.00
ASV_881	0.00	0.00	0.00	0.04	0.00
ASV_883	0.00	0.00	0.00	0.00	0.04
ASV_884	0.00	0.13	0.00	0.00	0.00
ASV_885	0.00	0.00	0.07	0.00	0.00
ASV_886	0.00	0.20	0.00	0.00	0.00
ASV_887	0.07	0.00	0.00	0.00	0.00
ASV_888	0.00	0.00	0.00	0.00	0.04
ASV_889	0.20	0.00	0.00	0.00	0.00
ASV_890	0.00	0.00	0.00	0.04	0.00
ASV_891	0.00	0.00	0.00	0.00	0.04
ASV_893	0.07	0.00	0.20	0.00	0.00
ASV_894	0.00	0.00	0.00	0.15	0.00
ASV_895	0.00	0.00	0.00	0.11	0.11
ASV_896	0.27	0.00	0.00	0.04	0.00
ASV_899	0.00	0.00	0.00	0.04	0.00
ASV_903	0.00	0.07	0.00	0.00	0.00
ASV_905	0.00	0.00	0.00	0.04	0.00
ASV_906	0.00	0.00	0.00	0.04	0.00
ASV_907	0.13	0.00	0.00	0.00	0.00
ASV_908	0.00	0.00	0.07	0.00	0.00
ASV_909	0.00	0.00	0.00	0.04	0.00
ASV_910	0.00	0.07	0.00	0.00	0.00
ASV_913	0.00	0.00	0.00	0.00	0.15
ASV_914	0.00	0.00	0.00	0.07	0.00
ASV_916	0.13	0.00	0.00	0.00	0.00
ASV_918	0.20	0.00	0.00	0.11	0.00
ASV_919	0.00	0.00	0.00	0.00	0.11
ASV_921	0.07	0.00	0.00	0.00	0.00
ASV_922	0.00	0.00	0.00	0.04	0.00
ASV_923	0.00	0.07	0.00	0.00	0.00
ASV_924	0.00	0.07	0.00	0.00	0.00
ASV_926	0.00	0.00	0.13	0.00	0.00
ASV_927	0.00	0.00	0.00	0.04	0.00
ASV_928	0.00	0.00	0.00	0.11	0.00
ASV_929	0.00	0.00	0.00	0.11	0.07
ASV_930	0.07	0.00	0.00	0.00	0.00
ASV_931	0.07	0.07	0.00	0.00	0.00
ASV_932	0.07	0.00	0.00	0.00	0.00
ASV_933	0.00	0.00	0.00	0.15	0.00
ASV_934	0.00	0.00	0.00	0.04	0.00
ASV_935	0.00	0.00	0.00	0.11	0.00
ASV_937	0.00	0.00	0.00	0.00	0.11
ASV_938	0.00	0.00	0.07	0.00	0.00
ASV_939	0.00	0.07	0.00	0.00	0.00
ASV_940	0.00	0.20	0.00	0.00	0.00
ASV_943	0.07	0.00	0.00	0.19	0.19
ASV_944	0.00	0.07	0.00	0.00	0.00
ASV_945	0.00	0.00	0.00	0.04	0.00
ASV_946	0.00	0.00	0.00	0.04	0.00
ASV_947	0.00	0.00	0.07	0.00	0.00
ASV_948	0.00	0.00	0.00	0.04	0.00
ASV_949	0.07	0.00	0.00	0.04	0.00
ASV_950	0.13	0.00	0.00	0.00	0.00
ASV_954	0.13	0.00	0.00	0.00	0.00
ASV_955	0.00	0.00	0.00	0.00	0.04
ASV_956	0.20	0.00	0.00	0.00	0.00
ASV_957	0.07	0.00	0.00	0.00	0.00
ASV_958	0.00	0.00	0.00	0.04	0.04
ASV_960	0.00	0.00	0.00	0.04	0.00
ASV_962	0.13	0.00	0.00	0.00	0.00
ASV_964	0.00	0.00	0.00	0.11	0.11
ASV_965	0.00	0.00	0.00	0.07	0.00
ASV_966	0.07	0.00	0.00	0.00	0.00
ASV_967	0.27	0.00	0.00	0.00	0.00
ASV_968	0.07	0.00	0.00	0.00	0.00
ASV_969	0.00	0.00	0.00	0.04	0.00
ASV_970	0.00	0.00	0.00	0.04	0.00
ASV_971	0.00	0.00	0.00	0.04	0.00
ASV_972	0.00	0.00	0.00	0.04	0.00
ASV_973	0.00	0.00	0.00	0.04	0.00
ASV_974	0.00	0.00	0.00	0.04	0.00
ASV_975	0.13	0.00	0.00	0.04	0.00
ASV_976	0.00	0.13	0.00	0.00	0.00
ASV_977	0.47	0.00	0.07	0.04	0.00
ASV_978	0.07	0.00	0.00	0.00	0.00
ASV_980	0.00	0.00	0.00	0.04	0.00
ASV_981	0.07	0.07	0.00	0.00	0.00
ASV_982	0.00	0.07	0.00	0.00	0.00
ASV_983	0.00	0.00	0.00	0.00	0.04
ASV_984	0.00	0.00	0.00	0.07	0.00
ASV_985	0.13	0.00	0.00	0.04	0.04
ASV_987	0.00	0.00	0.00	0.04	0.22
ASV_988	0.00	0.00	0.00	0.11	0.11
ASV_989	0.00	0.00	0.00	0.04	0.07
ASV_990	0.00	0.00	0.00	0.00	0.07
ASV_992	0.20	0.00	0.00	0.00	0.00
ASV_993	0.00	0.13	0.00	0.00	0.00
ASV_994	0.00	0.07	0.00	0.00	0.00
ASV_995	0.00	0.07	0.00	0.00	0.00
ASV_998	0.00	0.07	0.07	0.00	0.00
ASV_1002	0.00	0.00	0.00	0.04	0.00
ASV_1006	0.00	0.00	0.00	0.04	0.00
ASV_1007	0.00	0.00	0.00	0.11	0.00
ASV_1008	0.00	0.00	0.00	0.00	0.07
ASV_1009	0.00	0.00	0.00	0.11	0.07
ASV_1010	0.00	0.00	0.00	0.04	0.00
ASV_1011	0.07	0.00	0.00	0.00	0.00
ASV_1012	0.00	0.00	0.00	0.04	0.00
ASV_1013	0.00	0.00	0.00	0.30	0.59
ASV_1014	0.53	0.07	0.07	0.30	0.00
ASV_1015	0.00	0.00	0.00	0.04	0.00
ASV_1017	0.00	0.00	0.40	0.00	0.00
ASV_1018	0.00	0.00	0.00	0.04	0.00
ASV_1019	0.33	0.00	0.00	0.00	0.00
ASV_1020	0.00	0.00	0.00	0.04	0.00
ASV_1021	0.00	0.00	0.00	0.04	0.00
ASV_1022	0.00	0.00	0.00	0.00	0.04
ASV_1023	0.33	0.00	0.07	0.00	0.00
ASV_1025	0.00	0.00	0.00	0.07	0.00
ASV_1027	0.00	0.00	0.00	0.04	0.15
ASV_1028	0.00	0.00	0.00	0.04	0.00
ASV_1030	0.00	0.00	0.00	0.04	0.00
ASV_1031	0.07	0.00	0.00	0.00	0.00
ASV_1032	0.00	0.00	0.00	0.07	0.11
ASV_1035	0.07	0.00	0.00	0.00	0.00
ASV_1036	0.00	0.00	0.00	0.07	0.22
ASV_1037	0.07	0.00	0.00	0.00	0.00
ASV_1038	0.07	0.00	0.00	0.07	0.00
ASV_1039	0.00	0.00	0.00	0.04	0.00
ASV_1040	0.00	0.00	0.00	0.00	0.04
ASV_1041	0.07	0.00	0.00	0.00	0.00
ASV_1042	0.13	0.00	0.00	0.00	0.00
ASV_1046	0.00	0.00	0.00	0.07	0.00
ASV_1047	0.00	0.00	0.00	0.07	0.04
ASV_1048	0.00	0.07	0.00	0.00	0.00
ASV_1049	0.13	0.00	0.00	0.00	0.00
ASV_1050	0.00	0.00	0.00	0.04	0.00
ASV_1051	0.07	0.00	0.00	0.00	0.00
ASV_1053	0.00	0.07	0.00	0.00	0.00
ASV_1054	0.07	0.00	0.00	0.00	0.00
ASV_1055	0.00	0.00	0.07	0.00	0.00
ASV_1056	0.00	0.00	0.00	0.04	0.04
ASV_1057	0.00	0.00	0.00	0.11	0.00
ASV_1060	0.00	0.00	0.00	0.04	0.00
ASV_1061	0.00	0.00	0.00	0.11	0.04
ASV_1062	0.00	0.00	0.00	0.04	0.00
ASV_1064	0.00	0.00	0.00	0.00	0.04
ASV_1066	0.00	0.00	0.00	0.04	0.00
ASV_1067	0.00	0.00	0.00	0.04	0.00
ASV_1068	0.13	0.00	0.00	0.00	0.00
ASV_1069	0.00	0.07	0.00	0.00	0.00
ASV_1070	0.00	0.00	0.00	0.04	0.00
ASV_1071	0.00	0.00	0.00	0.00	0.04
ASV_1075	0.00	0.00	0.00	0.04	0.00
ASV_1076	0.00	0.00	0.00	0.04	0.00
ASV_1077	0.07	0.00	0.00	0.00	0.00
ASV_1079	0.00	0.13	0.00	0.00	0.00
ASV_1080	0.07	0.00	0.00	0.00	0.00
ASV_1081	0.07	0.00	0.00	0.00	0.00
ASV_1082	0.00	0.33	0.00	0.00	0.00
ASV_1083	0.07	0.00	0.00	0.00	0.00
ASV_1084	0.00	0.27	0.00	0.00	0.00
ASV_1085	0.00	0.13	0.00	0.00	0.00
ASV_1086	0.00	0.00	0.00	0.00	0.04
ASV_1087	0.00	0.00	0.00	0.00	0.04
ASV_1088	0.00	0.00	0.00	0.04	0.00
ASV_1089	0.00	0.00	0.00	0.15	0.00
ASV_1090	0.00	0.00	0.00	0.07	0.07
ASV_1091	0.07	0.20	0.00	0.04	0.00
ASV_1092	0.00	0.33	0.00	0.00	0.00
ASV_1093	0.00	0.00	0.00	0.04	0.11
ASV_1094	0.47	0.00	0.00	0.00	0.00
ASV_1095	0.00	0.07	0.00	0.00	0.00
ASV_1096	0.07	0.00	0.00	0.00	0.00
ASV_1098	0.00	0.00	0.00	0.11	0.00
ASV_1101	0.40	0.20	0.20	0.00	0.00
ASV_1103	0.00	0.00	0.00	0.04	0.00
ASV_1104	0.00	0.00	0.00	0.11	0.22
ASV_1106	0.00	0.00	0.00	0.04	0.00
ASV_1107	0.00	0.00	0.00	0.04	0.00
ASV_1109	0.00	0.00	0.00	0.04	0.00
ASV_1111	0.00	0.00	0.07	0.00	0.00
ASV_1112	0.20	0.00	0.07	0.00	0.00
ASV_1113	0.00	0.07	0.07	0.00	0.00
ASV_1114	0.00	0.00	0.00	0.11	0.00
ASV_1116	0.00	0.00	0.00	0.07	0.00
ASV_1118	0.00	0.00	0.00	0.04	0.00
ASV_1120	0.00	0.00	0.00	0.19	0.41
ASV_1121	0.07	0.00	0.00	0.00	0.00
ASV_1122	0.00	0.00	0.00	0.04	0.07
ASV_1124	0.00	0.00	0.00	0.00	0.04
ASV_1125	0.00	0.00	0.00	0.04	0.00
ASV_1126	0.47	0.00	0.20	0.00	0.00
ASV_1128	0.00	0.00	0.20	0.00	0.00
ASV_1130	0.00	0.00	0.00	0.04	0.00
ASV_1131	0.07	0.00	0.00	0.11	0.00
ASV_1132	0.00	0.00	0.00	0.11	0.00
ASV_1133	0.00	0.00	0.00	0.00	0.04
ASV_1134	0.07	0.00	0.00	0.00	0.00
ASV_1135	0.00	0.00	0.00	0.04	0.00
ASV_1136	0.00	0.00	0.00	0.11	0.00
ASV_1138	0.07	0.00	0.00	0.00	0.00
ASV_1141	0.07	0.00	0.00	0.00	0.00
ASV_1143	0.00	0.00	0.00	0.04	0.00
ASV_1144	0.00	0.00	0.00	0.04	0.00
ASV_1146	0.00	0.00	0.00	0.04	0.00
ASV_1147	0.07	0.00	0.00	0.00	0.00
ASV_1148	0.00	0.67	0.00	0.11	0.00
ASV_1150	0.13	0.00	0.00	0.22	0.04
ASV_1151	0.07	0.00	0.00	0.00	0.00
ASV_1152	0.00	0.00	0.00	0.04	0.00
ASV_1153	0.07	0.00	0.00	0.00	0.00
ASV_1156	0.00	0.00	0.00	0.04	0.00
ASV_1157	0.07	0.00	0.00	0.00	0.00
ASV_1158	0.00	0.00	0.00	0.04	0.00
ASV_1159	0.00	0.00	0.00	0.07	0.00
ASV_1160	0.00	0.00	0.00	0.15	0.00
ASV_1161	0.00	0.07	0.00	0.00	0.00
ASV_1162	0.00	0.00	0.07	0.00	0.00
ASV_1163	0.00	0.00	0.00	0.04	0.00
ASV_1165	0.33	0.00	0.00	0.00	0.00
ASV_1166	0.13	0.07	0.00	0.07	0.00
ASV_1168	0.07	0.00	0.00	0.00	0.00
ASV_1169	0.00	0.13	0.00	0.00	0.00
ASV_1171	0.00	0.00	0.00	0.04	0.00
ASV_1173	0.00	0.00	0.00	0.30	0.00
ASV_1174	0.00	0.00	0.00	0.04	0.00
ASV_1175	0.00	0.00	0.00	0.04	0.00
ASV_1176	0.07	0.00	0.00	0.00	0.00
ASV_1177	0.00	0.07	0.00	0.00	0.00
ASV_1178	0.00	0.20	0.00	0.00	0.00
ASV_1180	0.00	0.00	0.00	0.11	0.22
ASV_1181	0.07	0.00	0.00	0.00	0.00
ASV_1182	0.00	0.00	0.00	0.00	0.04
ASV_1183	0.00	0.00	0.00	0.04	0.00
ASV_1184	0.00	0.00	0.00	0.04	0.00
ASV_1185	0.47	0.00	0.07	0.22	0.33
ASV_1186	0.00	0.00	0.00	0.04	0.00
ASV_1187	0.00	0.00	0.07	0.00	0.00
ASV_1191	0.00	0.07	0.00	0.00	0.00
ASV_1192	0.20	0.13	0.13	0.00	0.00
ASV_1193	0.00	0.00	0.00	0.04	0.00
ASV_1194	0.00	0.00	0.00	0.15	0.22
ASV_1195	0.00	0.00	0.20	0.00	0.00
ASV_1196	0.00	0.00	0.00	0.04	0.00
ASV_1198	0.00	0.07	0.07	0.00	0.00
ASV_1201	0.00	0.00	0.00	0.04	0.00
ASV_1202	0.00	0.00	0.00	0.04	0.00
ASV_1203	0.00	0.00	0.00	0.04	0.00
ASV_1204	0.47	0.00	0.07	0.11	0.00
ASV_1205	0.00	0.00	0.00	0.04	0.00
ASV_1206	0.07	0.07	0.00	0.00	0.00
ASV_1208	0.00	0.00	0.07	0.00	0.00
ASV_1209	0.00	0.00	0.00	0.04	0.04
ASV_1210	0.00	0.00	0.00	0.04	0.00
ASV_1211	0.00	0.07	0.00	0.19	0.00
ASV_1212	0.00	0.00	0.00	0.15	0.00
ASV_1213	0.00	0.00	0.00	0.04	0.00
ASV_1214	0.13	0.00	0.00	0.00	0.00
ASV_1215	0.00	0.00	0.00	0.04	0.00
ASV_1216	0.00	0.20	0.00	0.00	0.00
ASV_1217	0.00	0.20	0.07	0.00	0.00
ASV_1218	0.00	0.00	0.00	0.04	0.00
ASV_1219	0.00	0.00	0.00	0.22	0.04
ASV_1220	0.00	0.00	0.00	0.11	0.00
ASV_1221	0.00	0.00	0.00	0.04	0.00
ASV_1223	0.00	0.27	0.00	0.00	0.00
ASV_1224	0.00	0.00	0.00	0.04	0.00
ASV_1225	0.00	0.00	0.00	0.04	0.00
ASV_1227	0.13	0.00	0.00	0.00	0.00
ASV_1230	0.00	0.00	0.00	0.19	0.22
ASV_1231	0.00	0.00	0.00	0.04	0.00
ASV_1232	0.07	0.00	0.00	0.00	0.00
ASV_1233	0.00	0.00	0.00	0.04	0.00
ASV_1234	0.07	0.27	0.27	0.00	0.00
ASV_1235	0.07	0.00	0.00	0.00	0.00
ASV_1236	0.00	0.00	0.00	0.19	0.30
ASV_1237	0.00	0.00	0.00	0.00	0.11
ASV_1238	0.07	0.00	0.00	0.00	0.00
ASV_1240	0.00	0.00	0.00	0.00	0.04
ASV_1241	0.00	0.00	0.00	0.04	0.00
ASV_1243	0.40	0.00	0.00	0.00	0.00
ASV_1244	0.00	0.00	0.00	0.04	0.00
ASV_1245	0.07	0.00	0.00	0.19	0.07
ASV_1247	0.00	0.07	0.00	0.00	0.00
ASV_1249	0.20	0.00	0.07	0.00	0.00
ASV_1250	0.00	0.00	0.00	0.04	0.00
ASV_1251	0.07	0.00	0.00	0.00	0.00
ASV_1252	0.00	0.13	0.00	0.00	0.00
ASV_1253	0.00	0.00	0.00	0.22	0.07
ASV_1254	0.13	0.00	0.00	0.00	0.00
ASV_1255	0.00	0.00	0.00	0.00	0.04
ASV_1256	0.00	0.00	0.00	0.00	0.04
ASV_1258	0.07	0.00	0.00	0.04	0.04
ASV_1259	0.00	0.00	0.00	0.04	0.00
ASV_1260	0.07	0.00	0.00	0.00	0.00
ASV_1261	0.00	0.07	0.00	0.00	0.00
ASV_1262	0.00	0.00	0.00	0.07	0.00
ASV_1263	0.00	0.00	0.00	0.04	0.00
ASV_1264	0.00	0.00	0.00	0.04	0.11
ASV_1267	0.00	0.00	0.00	0.04	0.07
ASV_1269	0.00	0.00	0.00	0.07	0.00
ASV_1270	0.07	0.00	0.00	0.00	0.00
ASV_1272	0.00	0.00	0.00	0.00	0.11
ASV_1273	0.00	0.07	0.00	0.00	0.00
ASV_1274	0.00	0.00	0.00	0.11	0.00
ASV_1275	0.00	0.07	0.00	0.00	0.00
ASV_1276	0.80	0.00	0.20	0.00	0.00
ASV_1277	0.00	0.00	0.00	0.04	0.00
ASV_1278	0.00	0.00	0.00	0.00	0.11
ASV_1279	0.00	0.07	0.00	0.00	0.00
ASV_1280	0.07	0.00	0.00	0.00	0.00
ASV_1281	0.00	0.00	0.00	0.04	0.00
ASV_1282	0.00	0.00	0.00	0.15	0.00
ASV_1284	0.27	0.00	0.00	0.07	0.00
ASV_1285	0.13	0.00	0.00	0.00	0.00
ASV_1286	0.00	0.00	0.00	0.07	0.07
ASV_1288	0.00	0.00	0.07	0.00	0.00
ASV_1289	0.00	0.00	0.00	0.11	0.00
ASV_1290	0.00	0.00	0.00	0.04	0.00
ASV_1291	0.07	0.13	0.00	0.04	0.00
ASV_1293	0.00	0.00	0.00	0.04	0.00
ASV_1295	0.00	0.00	0.00	0.07	0.00
ASV_1296	0.00	0.07	0.00	0.00	0.00
ASV_1297	0.00	0.07	0.00	0.00	0.00
ASV_1298	0.13	0.00	0.00	0.00	0.00
ASV_1299	0.13	0.00	0.00	0.07	0.00
ASV_1300	0.00	0.00	0.00	0.07	0.00
ASV_1301	0.00	0.00	0.13	0.00	0.00
ASV_1303	0.00	0.00	0.00	0.04	0.00
ASV_1304	0.00	0.00	0.00	0.11	0.07
ASV_1305	0.00	0.00	0.00	0.04	0.04
ASV_1306	0.33	0.27	0.20	0.00	0.00
ASV_1307	0.00	0.00	0.00	0.07	0.00
ASV_1309	0.00	0.07	0.00	0.00	0.00
ASV_1310	0.00	0.00	0.00	0.07	0.00
ASV_1311	0.07	0.00	0.00	0.00	0.00
ASV_1312	0.00	0.00	0.00	0.04	0.00
ASV_1313	0.00	0.00	0.00	0.04	0.00
ASV_1314	0.00	0.00	0.00	0.19	0.37
ASV_1315	0.00	0.00	0.00	0.04	0.07
ASV_1316	0.00	0.00	0.07	0.00	0.00
ASV_1317	0.00	0.00	0.00	0.04	0.00
ASV_1318	0.27	0.07	0.20	0.00	0.00
ASV_1319	0.00	0.13	0.00	0.00	0.00
ASV_1322	0.00	0.00	0.00	0.04	0.00
ASV_1323	0.00	0.00	0.00	0.00	0.04
ASV_1324	0.07	0.00	0.00	0.00	0.00
ASV_1326	0.07	0.00	0.00	0.07	0.00
ASV_1328	0.07	0.00	0.00	0.00	0.00
ASV_1330	0.00	0.00	0.00	0.04	0.00
ASV_1331	0.00	0.00	0.00	0.04	0.00
ASV_1335	0.07	0.00	0.00	0.00	0.00
ASV_1336	0.07	0.00	0.00	0.00	0.00
ASV_1337	0.00	0.00	0.00	0.04	0.00
ASV_1338	0.00	0.00	0.00	0.04	0.00
ASV_1341	0.20	0.00	0.07	0.00	0.00
ASV_1342	0.00	0.00	0.00	0.04	0.00
ASV_1343	0.00	0.20	0.00	0.00	0.00
ASV_1345	0.00	0.13	0.00	0.00	0.00
ASV_1346	0.00	0.00	0.00	0.04	0.00
ASV_1347	0.00	0.00	0.00	0.04	0.00
ASV_1348	0.00	0.00	0.00	0.04	0.00
ASV_1349	0.20	0.00	0.20	0.00	0.00
ASV_1350	0.00	0.20	0.00	0.15	0.04
ASV_1352	0.07	0.00	0.00	0.00	0.00
ASV_1353	0.00	0.07	0.00	0.00	0.00
ASV_1354	0.00	0.00	0.00	0.04	0.00
ASV_1357	0.00	0.00	0.00	0.00	0.07
ASV_1358	0.00	0.07	0.00	0.00	0.00
ASV_1359	0.00	0.00	0.00	0.04	0.00
ASV_1360	0.07	0.00	0.00	0.00	0.00
ASV_1362	0.00	0.13	0.00	0.00	0.00
ASV_1363	0.00	0.00	0.00	0.00	0.07
ASV_1364	0.13	0.00	0.00	0.00	0.00
ASV_1365	0.00	0.00	0.00	0.15	0.00
ASV_1366	0.00	0.00	0.00	0.04	0.00
ASV_1367	0.00	0.00	0.00	0.00	0.07
ASV_1368	0.00	0.07	0.00	0.00	0.00
ASV_1370	0.00	0.40	0.00	0.00	0.00
ASV_1371	0.07	0.00	0.00	0.00	0.00
ASV_1372	0.00	0.00	0.00	0.07	0.22
ASV_1374	0.00	0.00	0.00	0.04	0.00
ASV_1375	0.00	0.00	0.00	0.04	0.00
ASV_1376	0.20	0.13	0.20	0.00	0.00
ASV_1377	0.00	0.00	0.00	0.04	0.07
ASV_1379	0.07	0.00	0.00	0.11	0.00
ASV_1382	0.07	0.00	0.00	0.00	0.00
ASV_1384	0.07	0.00	0.00	0.00	0.00
ASV_1385	0.00	0.00	0.00	0.04	0.00
ASV_1387	0.00	0.00	0.00	0.07	0.22
ASV_1389	0.00	0.00	0.07	0.00	0.00
ASV_1391	0.13	0.00	0.00	0.00	0.00
ASV_1393	0.07	0.00	0.00	0.11	0.00
ASV_1394	0.00	0.00	0.00	0.00	0.07
ASV_1395	0.00	0.00	0.00	0.04	0.00
ASV_1397	0.00	0.00	0.00	0.04	0.00
ASV_1399	0.00	0.00	0.00	0.04	0.00
ASV_1400	0.00	0.00	0.00	0.00	0.11
ASV_1401	0.00	0.00	0.00	0.04	0.00
ASV_1402	0.00	0.00	0.00	0.07	0.00
ASV_1403	0.00	0.00	0.00	0.04	0.30
ASV_1404	0.13	0.00	0.00	0.00	0.00
ASV_1406	0.07	0.00	0.00	0.04	0.00
ASV_1407	0.00	0.00	0.40	0.00	0.00
ASV_1408	0.00	0.00	0.00	0.15	0.26
ASV_1409	0.00	0.00	0.00	0.04	0.00
ASV_1410	0.00	0.00	0.00	0.04	0.00
ASV_1411	0.00	0.00	0.00	0.04	0.11
ASV_1412	0.00	0.00	0.00	0.04	0.04
ASV_1413	0.00	0.00	0.00	0.07	0.26
ASV_1416	0.00	0.13	0.00	0.00	0.00
ASV_1417	0.07	0.00	0.00	0.00	0.00
ASV_1418	0.00	0.00	0.13	0.00	0.00
ASV_1419	0.47	0.07	0.07	0.11	0.04
ASV_1420	0.00	0.00	0.00	0.04	0.00
ASV_1421	0.53	0.00	0.20	0.00	0.00
ASV_1422	0.00	0.20	0.00	0.00	0.00
ASV_1423	0.00	0.07	0.00	0.00	0.00
ASV_1424	0.00	0.00	0.00	0.00	0.11
ASV_1427	0.00	0.07	0.00	0.00	0.00
ASV_1428	0.07	0.00	0.00	0.00	0.00
ASV_1429	0.00	0.07	0.00	0.00	0.00
ASV_1432	0.07	0.00	0.00	0.00	0.00
ASV_1433	0.00	0.00	0.00	0.00	0.04
ASV_1434	0.07	0.00	0.00	0.00	0.00
ASV_1435	0.00	0.00	0.00	0.04	0.00
ASV_1438	0.00	0.00	0.00	0.04	0.00
ASV_1439	0.20	0.00	0.00	0.00	0.00
ASV_1440	0.00	0.20	0.00	0.00	0.00
ASV_1441	0.00	0.53	0.00	0.00	0.00
ASV_1443	0.00	0.00	0.00	0.11	0.00
ASV_1444	0.00	0.00	0.00	0.04	0.00
ASV_1445	0.07	0.00	0.00	0.00	0.00
ASV_1446	0.07	0.00	0.00	0.00	0.00
ASV_1447	0.00	0.00	0.00	0.04	0.00
ASV_1448	0.07	0.07	0.00	0.04	0.00
ASV_1449	0.00	0.00	0.00	0.00	0.11
ASV_1450	0.07	0.00	0.00	0.00	0.00
ASV_1452	0.00	0.00	0.00	0.07	0.00
ASV_1453	0.00	0.00	0.00	0.04	0.00
ASV_1455	0.00	0.00	0.00	0.04	0.04
ASV_1456	0.00	0.00	0.00	0.04	0.00
ASV_1459	0.13	0.00	0.00	0.00	0.00
ASV_1460	0.00	0.00	0.20	0.00	0.00
ASV_1461	0.00	0.07	0.00	0.00	0.00
ASV_1462	0.07	0.00	0.00	0.00	0.00
ASV_1464	0.00	0.00	0.27	0.00	0.00
ASV_1465	0.00	0.00	0.20	0.00	0.00
ASV_1466	0.07	0.00	0.00	0.00	0.00
ASV_1467	0.07	0.00	0.00	0.00	0.00
ASV_1468	0.13	0.00	0.00	0.00	0.00
