ASVs	bremen	brake	bremerhaven	helgolandT	helgolandS
ASV_3058	8.0	2.7	0.0	0.0	0.0
ASV_3074	0.0	0.0	0.3	0.0	0.0
ASV_3085	0.0	0.0	0.0	0.0	19.0
ASV_3092	0.3	0.0	0.0	0.0	0.0
ASV_3109	0.0	1.0	0.0	0.0	0.0
ASV_3113	1.0	1.3	0.0	0.0	0.0
ASV_3117	0.0	3.0	4.7	0.0	0.0
ASV_3123	0.0	0.3	0.0	0.0	0.0
ASV_3137	0.0	0.0	0.0	2.0	0.0
ASV_3142	0.7	0.0	0.0	0.0	0.0
ASV_3157	0.0	0.0	0.0	0.0	108.7
ASV_3158	0.0	0.0	0.0	0.0	0.7
ASV_3165	0.0	0.0	0.0	3.3	0.0
ASV_3178	0.0	0.0	0.0	1.3	25.7
ASV_3193	1.3	4.0	3.3	1.0	0.0
ASV_3200	0.3	0.0	0.0	0.0	0.0
ASV_3202	0.0	0.0	0.0	1.7	0.0
ASV_3204	5.3	2.3	0.0	0.0	0.0
ASV_3211	1.3	0.0	0.0	0.0	0.0
ASV_3250	1.7	2.3	6.7	0.0	0.0
ASV_3252	0.0	0.0	0.3	0.0	0.0
ASV_3257	0.3	0.0	0.0	0.0	0.0
ASV_3260	0.0	0.0	0.0	0.0	0.7
ASV_3261	3.0	0.0	0.0	0.0	0.0
ASV_3263	0.0	0.0	0.0	7.7	0.0
ASV_3264	0.0	0.3	0.0	0.0	0.0
ASV_3271	10.0	5.7	1.3	0.0	0.0
ASV_3276	0.0	0.7	0.0	0.0	0.0
ASV_3279	0.0	0.0	1.0	0.0	0.0
ASV_3282	0.0	0.0	0.0	1.3	0.7
ASV_3288	0.0	0.0	0.0	0.3	0.0
ASV_3290	0.0	1.0	0.0	0.0	0.0
ASV_3291	0.0	0.0	2.3	33.3	0.0
ASV_3300	1.0	0.0	0.0	0.0	0.0
ASV_3309	3.7	0.0	0.0	0.0	0.0
ASV_3311	0.0	0.0	0.0	0.0	0.3
ASV_3322	0.0	0.0	5.7	9.0	0.0
ASV_3323	0.0	0.0	0.0	0.0	0.3
ASV_3329	0.0	0.0	8.0	3.3	0.0
ASV_3336	0.0	0.0	0.0	1.3	0.0
ASV_3339	0.0	0.7	0.0	0.0	0.0
ASV_3343	27.3	13.7	15.7	4.7	0.0
ASV_3351	0.0	0.0	0.0	0.0	0.3
ASV_3360	0.0	1.7	0.0	0.0	0.0
ASV_3365	0.7	0.0	0.0	0.0	0.0
ASV_3370	0.0	0.0	0.0	3.3	0.0
ASV_3372	1.0	0.0	0.0	0.0	0.0
ASV_3376	0.0	0.0	0.0	0.3	0.0
ASV_3382	0.0	0.0	1.7	0.0	0.0
ASV_3384	2.3	2.3	7.3	3.0	0.0
ASV_3387	25.3	9.0	11.3	1.3	0.0
ASV_3388	4.3	1.3	0.0	0.0	0.0
ASV_3389	0.0	0.0	0.0	1.0	0.0
ASV_3395	0.0	0.0	0.7	0.0	0.0
ASV_3412	0.0	0.0	0.0	0.0	0.3
ASV_3413	0.0	0.0	0.0	0.7	0.0
ASV_3418	0.7	6.3	0.0	0.0	0.0
